"id";"text";"created_at";"author_id";"author_name";"like_count";"retweet_count";"quote_count";"reply_count";"reference_type";"referenced_tweet_id";"referenced_tweet_author_id"
"1226072695059763200";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:18:04.000Z";"230149184";"Jaques";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072648028950530";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T09:17:53.000Z";"879766070978105344";"STEEL";"0";"3159";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226072443992911873";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:17:04.000Z";"52379357";"Roderick Navarro";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072442319319046";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:17:04.000Z";"2868786207";"Walisson Ricardo";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072432542248960";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:17:01.000Z";"56421013";"Fabi 🇧🇷";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072417090621440";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:16:58.000Z";"721511072939778048";"BiscoitoDyBala #goAVG";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072340905283584";"RT @jairbolsonaro: - Extraditamos ontem para a Espanha o terrorista Carlos García Juliá. Por ter participado do atentado em 1977 (Massacre…";"2020-02-08T09:16:40.000Z";"313524424";"Regina C. Jesus🌾";"0";"6455";"0";"0";"retweeted";"1225618994557788161";"128372940"
"1226072254917861377";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:16:19.000Z";"1193317544393953280";"Birikutako 💀🚬";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072187964096512";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:16:03.000Z";"1210205156303880195";"Um pai de família";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226072069156298762";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:15:35.000Z";"178461931";"yaRmin";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072057659772930";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:15:32.000Z";"160365802";"𝑱𝒖𝒍𝒊𝒂𝒏𝒆 𝑲𝒆𝒍𝒍𝒚ᶜʳᶠ";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226072034737840129";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:15:27.000Z";"3501987868";"Fábio Fleury";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226072030661021696";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T09:15:26.000Z";"1115223909207506946";"Altina Maria do Carmo Ranzato";"0";"4365";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226071988063657984";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:15:15.000Z";"1005593299506417664";"Ney Soüzaᶠᶠᶜ 🇭🇺";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226071977103892480";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:15:13.000Z";"3501987868";"Fábio Fleury";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226071907612708864";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:14:56.000Z";"56450597";"Carlos Costa 🚩🚩🚩🚩";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226071893511413761";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:14:53.000Z";"1121890923296772097";"Márcio Calderaro 🇧🇷";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226071855846580224";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:14:44.000Z";"993273871";"🇺🇦🇮🇱🇧🇷Cão Patriota 🇧🇷🇮🇱🇺🇦";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226071750741561344";"RT @jairbolsonaro: Nosso firme compromisso com o Nordeste : as obras do Ramal do Agreste, em Pernambuco, continuam a todo vapor, construção…";"2020-02-08T09:14:19.000Z";"547054527";"Lu Wolff";"0";"6812";"0";"0";"retweeted";"1224830410208632832";"128372940"
"1226071701676527616";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:14:07.000Z";"1037813894700572672";"Teresa Albuquerque";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226071699294228482";"RT @Haddad_Fernando: TREVAS: Governo de Rondônia, Chefiado pelo Coronel Marcos Rocha (PSL), que já foi chefe do Centro de Inteligência da P…";"2020-02-08T09:14:07.000Z";"330266162";"Cinthia Araújo";"0";"1581";"0";"0";"retweeted";"1225550531717992448";"354095556"
"1226071592440139776";"RT @jairbolsonaro: 1- Completamos 400 dias de governo.

400 dias em que, após um longo período de crise econômica, ética e moral, o país pa…";"2020-02-08T09:13:41.000Z";"319895953";"Rita Rocha";"0";"5073";"0";"0";"retweeted";"1225354782929498112";"128372940"
"1226071584751935488";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:13:39.000Z";"971832300";"Drayken";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226071492741521409";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T09:13:17.000Z";"1210205156303880195";"Um pai de família";"0";"3159";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226071457891078144";"RT @jairbolsonaro: Maquiador Lili Ferraz visita e vota Jair Bolsonaro. https://t.co/LVnFrgpQKz";"2020-02-08T09:13:09.000Z";"16461476";"👉🏻Ernesto👉🏻🇧🇷🇧🇷";"0";"7517";"0";"0";"retweeted";"1051446164158144512";"128372940"
"1226071400588414976";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:12:55.000Z";"1210205156303880195";"Um pai de família";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226071185391333376";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:12:04.000Z";"2650791194";"maria del carmen rey - #Bolsonaro2022🙋🇧🇷";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226071141690871808";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T09:11:54.000Z";"63865457";"BAUER";"0";"4365";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226071018592178176";"RT @jairbolsonaro: - Um pouco mais sobre o preço da gasolina.
- A matemática sobre o ICMS é semelhante em todo o Brasil.
- João 8:32... e c…";"2020-02-08T09:11:24.000Z";"701117370052567041";"João Rodrigues 38 😎 🇧🇷 🇮🇱 🇺🇸";"0";"5207";"0";"0";"retweeted";"1225716616048074752";"128372940"
"1226071018034388992";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:11:24.000Z";"51606456";"Marcos Lourenço";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226070972660428801";"RT @jairbolsonaro: - Extraditamos ontem para a Espanha o terrorista Carlos García Juliá. Por ter participado do atentado em 1977 (Massacre…";"2020-02-08T09:11:13.000Z";"784392056244408320";"Joseandreeesss";"0";"6455";"0";"0";"retweeted";"1225618994557788161";"128372940"
"1226070954121535488";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:11:09.000Z";"173857745";"Cido Sutero🚩";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226070928272101376";"RT @jairbolsonaro: - Extraditamos ontem para a Espanha o terrorista Carlos García Juliá. Por ter participado do atentado em 1977 (Massacre…";"2020-02-08T09:11:03.000Z";"70242291";"clecio fernandes";"0";"6455";"0";"0";"retweeted";"1225618994557788161";"128372940"
"1226070915697561600";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:11:00.000Z";"1030492174008377344";"SliRisto 🇲🇰🇩🇿";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070915118747648";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:11:00.000Z";"1205180226407403521";"Paulo";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070891605430272";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:10:54.000Z";"250984676";"ignis";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070854896844800";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:10:45.000Z";"53471093";"AgroBrasil";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070853596610561";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:10:45.000Z";"1129858988860944385";"Dan Nunes";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070852992720897";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:10:45.000Z";"887060587024461824";"Daniel Massuia";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226070784067719168";"RT @jairbolsonaro: - Um pouco mais sobre o preço da gasolina.
- A matemática sobre o ICMS é semelhante em todo o Brasil.
- João 8:32... e c…";"2020-02-08T09:10:28.000Z";"282711033";"Assis";"0";"5207";"0";"0";"retweeted";"1225716616048074752";"128372940"
"1226070772063653890";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T09:10:26.000Z";"308146550";"Mateo Peralta";"0";"3159";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226070729193553922";"RT @jairbolsonaro: - Extraditamos ontem para a Espanha o terrorista Carlos García Juliá. Por ter participado do atentado em 1977 (Massacre…";"2020-02-08T09:10:15.000Z";"319895953";"Rita Rocha";"0";"6455";"0";"0";"retweeted";"1225618994557788161";"128372940"
"1226070681944756225";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:10:04.000Z";"518728847";"Julmar M Monteiro";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070658305708035";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:58.000Z";"1036320785013645317";"Ciro Antonio";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070656531431424";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:58.000Z";"4833523823";"Nadia kadamani";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070604320845825";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:46.000Z";"982598039260073985";"Pri 💚💛";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070570200129536";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:09:37.000Z";"1162044963531776000";"Marta";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226070554924457984";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:34.000Z";"62287727";"Afonso";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070545382416385";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:31.000Z";"1162044963531776000";"Marta";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070517897191425";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:25.000Z";"1927594525";"Biel ᶜʳᶠ";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070450570219520";"RT @LulaOficial: Com o senador e ex-chanceler da Argentina @JorgeTaiana e o ex-chanceler Celso Amorim hoje, no Rio de Janeiro. Boa conversa…";"2020-02-08T09:09:09.000Z";"3293932654";"morangocomchantyllicom";"0";"271";"0";"0";"retweeted";"1225933524357783552";"2670726740"
"1226070448921890816";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T09:09:08.000Z";"36100807";"Marcio Solano";"0";"4365";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226070437018456064";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:09:06.000Z";"879766070978105344";"STEEL";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070419985354753";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T09:09:02.000Z";"1210205156303880195";"Um pai de família";"0";"4365";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226070389861814273";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:08:54.000Z";"1098384783019782145";"Giv";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070356613570561";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:08:46.000Z";"965185139453104128";"Carlos Coelho 🇧🇷";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226070336464203777";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T09:08:42.000Z";"518728847";"Julmar M Monteiro";"0";"3159";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226070185020461057";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:08:06.000Z";"1236700464";"Anderson Queiroz";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226070002098458624";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:07:22.000Z";"773697788681084928";"@idnahon";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069983869972480";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:07:18.000Z";"1606181900";"V S";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226069956330229760";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T09:07:11.000Z";"791597576403451904";"Jose Marcone";"0";"4365";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226069829553049600";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:06:41.000Z";"1016458677266583552";"🚭🦍";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069827254657027";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:06:40.000Z";"3659209347";"ⓟ 🏆🏆🏆Douglas🚩";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226069814625566722";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:06:37.000Z";"723926153740857345";"🤷🏻‍♀️ 🐱 🌿 Bb";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226069735013519360";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:06:18.000Z";"3351077428";"Reinaldo G Ramos 🙏🇧🇷🙏";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226069723701563392";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:06:16.000Z";"140174850";"Joab Sousa 🇧🇷🇮🇱";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069723189850114";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:06:15.000Z";"789543592578744320";"Celia";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069716520796163";"RT @jairbolsonaro: - Alexandre Garcia: 2 minutos para mudar o Brasil.
- Essa é para assistir algumas vezes e compartilhar muitas.

. Link n…";"2020-02-08T09:06:14.000Z";"547054527";"Lu Wolff";"0";"9296";"0";"0";"retweeted";"1224287401914392576";"128372940"
"1226069662586331137";"RT @jairbolsonaro: Peço para que leiam o 'fio da escrita'. Mais uma importante conquista para os brasileiros!";"2020-02-08T09:06:01.000Z";"2749239736";"Radfilho";"0";"2857";"0";"0";"retweeted";"1225497136244150273";"128372940"
"1226069653312634881";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T09:05:59.000Z";"1036320785013645317";"Ciro Antonio";"0";"3159";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226069641677746176";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:05:56.000Z";"3001978140";"Br Da Silva";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069624007073792";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T09:05:52.000Z";"1069617782554284032";"JLordelo";"0";"2045";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226069562325700608";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T09:05:37.000Z";"712661986740477953";"🚩🇧🇷🚩🇧🇷";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226069441210978305";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:05:08.000Z";"549567319";"Léo Fla 🔴⚫🔴⚫🔴";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069342523187202";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:04:45.000Z";"1213456124059340801";"One Punch Man";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226069224394809345";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T09:04:17.000Z";"130131933";"Eduardo";"0";"7017";"0";"0";"retweeted";"1225954957263855617";"128372940"
